text1,text2,base pred,trained pred,base label,trained label,truth
Mooncake Festival,scholar's rock,0.1785,0.05234,False,False,False
meaning,call_out,0.1913,0.628,False,True,True
excess-,to all come in (e.g. teeth),0.2031,-0.06573,False,False,False
seaside,"permanent storage (radioactives, data, etc.)",0.07654,-0.0929,False,False,False
reasonable doubt,gusuku (Okinawan castle or fortress),0.06335,0.04388,False,False,False
best,best,1.001,0.9995,True,True,True
bicycle trial,bicycle,0.614,0.3608,True,False,False
Tigrinya (language),to walk down the road,0.1077,-0.0594,False,False,False
"court of law in the Edo period, in which the parties sat on white sand",white miso,0.1671,0.1702,False,False,False
being killed in the line of duty,awful,0.1945,0.2559,False,False,False
oneself,battery,0.2151,0.1677,False,False,False
tolerant,degaussing,0.0993,-0.089,False,False,False
swindler,easy-going,0.167,0.05862,False,False,False
"palelipped surgeonfish (Acanthurus leucocheilus, species of Indo-Pacific tang)",gold dust,0.00732,0.10626,False,False,False
sharing the same sentiment with someone,sharing the same sentiment with someone,1.0,0.9995,True,True,True
fifty,fifty,1.001,0.9995,True,True,True
brilliant,better,0.4812,0.2128,True,False,False
refreshing,further,0.3171,0.1957,False,False,False
to pass on (a message),the new left (school of thought),0.0971,0.02834,False,False,False
priesthood registry,younger pupil (of the same master),0.1451,-0.01444,False,False,False
spread,invariability,0.07904,0.1559,False,False,False
to be overawed,legacy of the past,0.1461,0.07166,False,False,False
bladder,lower larynx,0.2286,0.2964,False,False,False
decentralize,fake,0.09735,-0.0695,False,False,False
tackling (to the ground),heresy,0.1267,-0.02386,False,False,False
details,"um, OK...",0.3025,0.02599,False,False,False
little sister,younger sister,0.6987,0.6465,True,True,True
eight-tenths,piling up high (food in a bowl),0.0975,0.1404,False,False,False
to be contrary to,landlord,0.142,-0.007114,False,False,False
boiling-water reactor,dangerous spot,0.08075,-0.0443,False,False,False
to defend,from one side of Edo to the other,0.2242,-0.0184,False,False,False
isolation cell,hubcap,0.04956,0.06027,False,False,False
private viewing,PET bottle,0.05038,-0.0832,False,False,False
catapult,buttocks,0.1821,0.0993,False,False,False
vertical,unerect,0.1575,-0.0812,False,False,False
merry play,unconventional,0.2035,0.02046,False,False,False
model school,other,0.1719,0.00814,False,False,False
whether ... or ...,National Life Finance Corporation (1949-2008),0.10144,-0.0952,False,False,False
annoying,walking alone,0.1794,0.03033,False,False,False
benzofuran,replacement,0.2532,0.0665,False,False,False
to combine parts of two different things into a new thing,to combine parts of two different things into a new thing,1.001,1.0,True,True,True
untruthfulness,truthfulness,0.4963,0.09674,True,False,False
to carry out,to carry out,1.0,1.0,True,True,True
senior citizen,"Yasuda Fire and Marine Insurance Company, Limited",0.08813,0.0652,False,False,False
custom,mother tuber of a taro,0.1225,-0.1138,False,False,False
know,imaginary shield that gives one invincibility or immunity,-0.014885,-0.1122,False,False,False
perfectionism,fastidiousness,0.305,0.5557,False,True,True
squirting,to amass a fortune,0.1843,-0.21,False,False,False
Dalmatian pellitory,Standing Committee for House Management,-0.03842,-0.02397,False,False,False
owl,acceptance limits,0.07086,0.012695,False,False,False
hot spring rich in sodium sulfate,sodium sulfate spring,0.835,0.839,True,True,True
jump_on,extreme sports,0.2068,0.1719,False,False,False
insincerity,compactly,0.2018,-0.09406,False,False,False
every evening,woods,0.1833,-0.0741,False,False,False
bee yard,powder room,0.2198,0.277,False,False,False
picture,to cast (shadow),0.1929,0.1333,False,False,False
sales department,Tajikistan,0.252,0.03906,False,False,False
hating to lose,unyielding,0.121,0.6245,False,True,True
to make money without working,extinct language,0.04565,-0.2241,False,False,False
gigantic,irresoluteness,0.0871,-0.2349,False,False,False
ovation,uncheerfulness,0.264,0.00796,False,False,False
any more,misjudgment,0.1106,-0.0851,False,False,False
to worry about,adequacy,0.1249,-0.1381,False,False,False
rich_people,lay_out,0.1764,0.0211,False,False,False
little,tall,0.354,-0.2189,False,False,False
housewarming,variety of sweet potato with red skin and sweet yellow flesh; product of the Kawagoe region,0.0483,-0.05945,False,False,False
to reach,immoderately,0.2441,-0.05878,False,False,False
breadth of one's interests and knowledge,keirin,0.09235,-0.02464,False,False,False
(easily) in excess of,"emerald tree monitor (Varanus prasinus, species of arboreal carnivorous monitor lizard found from New Guinea to Queensland, Australia)",-0.0788,-0.007736,False,False,False
better than nothing,unlike,0.3176,0.06256,False,False,False
raising with loving care,just,0.11865,-0.0667,False,False,False
no-holds-barred party,comparing the beauty of dew to that of a flower,-0.01141,0.05133,False,False,False
blank slate,point (unit of type measurement),0.01421,-0.0312,False,False,False
paddle (in table-tennis),antapex,0.1375,0.06793,False,False,False
nasty glance,notebook computer,0.10223,-0.0766,False,False,False
encode,prime of life,0.10315,-0.0992,False,False,False
price consciousness,chaos,0.2198,-0.05444,False,False,False
bright white moon,not asking (about),0.1061,-0.08923,False,False,False
disguise,airing of books,0.12286,0.01183,False,False,False
remote,close,0.4014,0.1687,False,False,False
regimen,neighbourhood,0.25,0.09906,False,False,False
WYSIWYS,descendant,0.1588,-0.10223,False,False,False
quasi,to receive,0.1622,-0.1707,False,False,False
lavatory,segmentation,0.1447,-0.0484,False,False,False
one's last moments,apocenter,0.1716,0.2291,False,False,False
chillum (smoking pipe),chillum (smoking pipe),1.0,1.0,True,True,True
official bulletin board (esp. Edo period),hold_out,0.01528,-0.2213,False,False,False
Chutaikyo System,coloring-free,0.1495,0.05328,False,False,False
entitlement,interpoint,0.2161,-0.03317,False,False,False
small shrine,too much for one to handle,0.1658,-0.05334,False,False,False
nonindulgent,to resist,0.274,0.04187,False,False,False
judgement,judgment,0.967,0.9595,True,True,True
normal crop,CPI,0.0975,0.05356,False,False,False
diversion,pastime,0.272,0.607,False,True,True
to misstate (the facts),"special consideration (esp. of a monarch, emperor, etc.)",0.1797,-0.08246,False,False,False
(car) horn,klaxon,0.2441,0.552,False,True,True
residence,abusive language,0.1753,0.05634,False,False,False
earthquake insurance,Bengal fox (Vulpes bengalensis),-0.06757,-0.004208,False,False,False
derailing,grip (of hand),0.2883,0.1719,False,False,False
votive offering of money,in a murmur,0.2627,0.03174,False,False,False
exact calculation,sexual technique,0.1261,0.01845,False,False,False
sequential,death,0.2251,0.02931,False,False,False
ill-defined,use of the continuative form as a conjunction (in Japanese),0.0841,0.1214,False,False,False
Kyōhō shaku (approx. 30.36 cm),contamination,-0.00438,0.02246,False,False,False
regressive probation,non-involvement,0.09064,0.1367,False,False,False
publication of two or more different books together as one,energy,-0.02391,-0.05142,False,False,False
contribution,lofty,0.2668,-0.005676,False,False,False
rural,rural,1.0,1.0,True,True,True
haste,speed_up,0.4692,0.741,True,True,True
word choice,Network File System,0.03217,0.05084,False,False,False
etiquette,unconcerned,0.2362,0.02017,False,False,False
hopter (gadget that allows its user to fly; in the Doraemon manga and anime series),to saturate,-0.007782,0.05115,False,False,False
disincentive,NC,0.1575,0.08923,False,False,False
surplus,inflexibility,0.0754,0.0484,False,False,False
penis,bush clover blossoming in the summer (esp. Lespedeza thunbergii),0.102,-0.05933,False,False,False
(please) do,all,0.2869,-0.00662,False,False,False
(sibling) from a different mother,different shape,0.0582,0.0576,False,False,False
ethnic,ostrich fern,0.0578,-0.04916,False,False,False
to settle,travels,0.2426,-0.11237,False,False,False
NRIFE,fragile,0.1572,-0.02429,False,False,False
unbend,variant kanji form,0.1177,-0.0309,False,False,False
trial,enforce,0.3347,0.05582,False,False,False
file,turn_off,0.1858,0.2228,False,False,False
transinformation (content),run_over,0.0007405,0.0971,False,False,False
EIKEN Test in Practical English Proficiency,electron spin resonance,0.02385,0.4434,False,True,False
offset,free e-mail service,0.0845,-0.06964,False,False,False
paper-covered frame put over a hearth or brazier to make the fire last longer,small charcoal,0.3074,0.2372,False,False,False
rubbish,splash (of water),0.1989,0.2424,False,False,False
refusal,craft,0.2114,0.09735,False,False,False
one's true nature,periodic fee (esp. for employee travel),-0.1256,-0.10706,False,False,False
disorderly,chaotic,0.4324,0.7827,True,True,True
non-hatred,overcast,0.1526,0.0469,False,False,False
ōraimono,sense of the geography of a place,0.07025,-0.0537,False,False,False
waterway,canal,0.732,0.856,True,True,True
National Congress for Educational Reform,to sneer at,0.0873,0.07574,False,False,False
useful,chanterelle mushroom (Cantharellus cibarius),0.0959,0.03705,False,False,False
mediator,unity of church and state,0.0711,0.2408,False,False,False
powder,absurd,0.1985,0.1215,False,False,False
to put an end to,misfortunes can happen to anyone,0.1185,-0.03848,False,False,False
Galapagos phenomenon,general-purpose notebook,-0.015175,0.03253,False,False,False
great poet,programme,0.1179,-0.02682,False,False,False
target,"object (of worship, study, etc.)",0.0907,0.577,False,True,True
entrusting someone with an important position,hardener,0.1752,-0.1279,False,False,False
chip,foresight,0.1815,0.01279,False,False,False
launch,start-up,0.581,0.8066,True,True,True
forbearance,formally,0.2181,-0.1725,False,False,False
starting fare,status report,0.1367,0.00504,False,False,False
best regards,please take care of,0.359,0.7305,False,True,True
direct memory access,thick (consistency),0.02702,-0.04315,False,False,False
bolero,shrug,0.1229,0.4014,False,False,True
with each new day,with each new day,1.0,1.0,True,True,True
double quotation (mark),"kanji ""bird"" radical",0.148,0.01692,False,False,False
yoko-hyogo,going too far,0.1522,-0.091,False,False,False
self-reliance,101-key keyboard (standard keyboard layout developed by IBM),0.02998,0.09644,False,False,False
direct examination,direct examination,1.0,1.0,True,True,True
10-point card,tane,0.1548,0.6167,False,True,True
avoid,additional bus service,0.05362,0.0757,False,False,False
protostome,knock on wood,0.1597,-0.11945,False,False,False
trace,feel_for,0.1691,0.5215,False,True,True
frolicking,romping,0.3545,0.7915,False,True,True
(metaphorically) distant mountain range,skipjack (beetle of family Elateridae),0.011154,-0.03008,False,False,False
nonuniformity,innocuous,0.3125,-0.0948,False,False,False
penis removal,crowded,0.0916,0.04868,False,False,False
undress,hopeless,0.2471,-0.1676,False,False,False
contract work,dollar bill,0.2196,-0.00843,False,False,False
firefly watching,to take out,0.182,-0.0804,False,False,False
test,extraocular muscle,0.108,-0.16,False,False,False
elimination,micronutrient,-0.02153,-0.2184,False,False,False
hospitality,feather,0.1952,-0.09015,False,False,False
entry point,uneven,0.1671,-0.0715,False,False,False
clear_up,somewhat expensive,0.08057,-0.0868,False,False,False
infertility,exploding on impact,0.1594,0.01985,False,False,False
harming others,hamburger shop,0.01678,-0.01822,False,False,False
demobilization,demobilisation,0.8066,0.818,True,True,True
insight,channel (e.g. between two land masses),0.00417,0.1462,False,False,False
meal time,to kindly do for one,0.1737,0.02518,False,False,False
one's post,nasal drops,0.0398,0.1091,False,False,False
various opinions,various theories,0.4114,0.6567,False,True,True
equally (well),elder sister,0.1716,-0.0856,False,False,False
darn,inattention,0.1505,-0.02011,False,False,False
Kyoto Gozan,pull_down,0.11957,-0.02156,False,False,False
domain,steamer,0.188,0.03473,False,False,False
easy,being terribly grateful,0.227,-0.01251,False,False,False
dispatch,profuse weeping,0.1923,0.05072,False,False,False
cut_out,late,0.1947,-0.0419,False,False,False
impure,die_out,0.2708,0.02675,False,False,False
public policy,to gaze out over,0.1678,-0.05106,False,False,False
to be put in order,to be put in order,1.001,0.9995,True,True,True
flabby,ice shaver,0.2986,-0.0327,False,False,False
chigger (Tunga penetrans),takoyaki pan (cast iron with semi-spherical molds),0.2452,0.02377,False,False,False
plump,lightly,0.1996,0.03195,False,False,False
pendant light,inexpedience,0.07465,0.01868,False,False,False
inconsistency,lazy study habits,0.1437,0.1654,False,False,False
to dry up,sabotage,0.1667,-0.0804,False,False,False
CE (Common Era),'s house,0.06137,0.0846,False,False,False
"compiling and presenting poems, texts, etc. to the emperor",sweat sensor,-0.04132,0.0469,False,False,False
gang,gang,1.001,1.0,True,True,True
document duty stamp,I can understand your feelings,0.01077,0.1234,False,False,False
deception,reading but not responding to a text message (in a chat application),0.1015,0.2654,False,False,False
Russian tortoise (Agrionemys horsfieldii),Russian tortoise (Agrionemys horsfieldii),1.0,1.001,True,True,True
photo shop,photo studio,0.7373,0.7656,True,True,True
APEC,(person who has the) hands of God,0.1001,-0.0452,False,False,False
exhorting,biennial plant,0.11505,0.07404,False,False,False
crime,party at its peak,0.2856,0.0526,False,False,False
interface control unit,acrostic,0.09155,0.1631,False,False,False
angler,anyway,0.1713,-0.0891,False,False,False
soundproof wall,soundwall,0.752,0.886,True,True,True
substitution,something worn over tabi to keep them from getting dirty,0.0882,-0.04318,False,False,False
all,all,0.9995,1.0,True,True,True
brawn,to repel,0.2157,-0.191,False,False,False
